track_id,filename,from_sunrise,det_score,x,y,r,lon,lat,radius,geo_dist,local_time
3,KTLX20221224_134657_V06,11.458,0.162,257.941,318.786,37.152,-97.509,35.248,18576.139,23032.082,20221224_074657
1,KTLX20221224_131316_V06,-22.225,0.056,296.861,500.218,6.317,-97.295,34.431,3158.368,100121.542,20221224_071316
2,KTLX20221224_133328_V06,-2.025,0.057,389.438,494.408,11.953,-96.791,34.456,5976.626,106997.215,20221224_073328
2,KTLX20221225_132148_V06,-14.103,0.352,249.704,312.280,8.235,-97.554,35.277,4117.558,25886.749,20221225_072148
2,KTLX20221225_132845_V06,-7.153,0.624,251.755,310.176,19.909,-97.543,35.287,9954.381,24653.392,20221225_072845
2,KTLX20221225_133549_V06,-0.087,0.892,253.942,307.857,28.966,-97.531,35.297,14483.097,23361.809,20221225_073549
1,KTLX20221225_130746_V06,-28.137,0.054,305.558,506.802,11.462,-97.247,34.401,5731.033,103438.175,20221225_070746
5,KTLX20221226_131921_V06,-16.936,0.076,432.688,45.543,29.667,-96.537,36.477,14833.603,143487.222,20221226_071921
5,KTLX20221226_132623_V06,-9.903,0.071,437.474,47.940,38.778,-96.511,36.466,19389.025,143555.828,20221226_072623
6,KTLX20221226_133325_V06,-2.869,0.171,252.915,321.595,18.386,-97.536,35.235,9193.163,25900.215,20221226_073325
6,KTLX20221226_134009_V06,3.864,0.359,256.394,324.669,27.341,-97.517,35.222,13670.660,25050.343,20221226_074009
1,KTLX20221226_131218_V06,-23.986,0.072,337.605,416.910,4.829,-97.072,34.806,2414.415,61404.423,20221226_071218
7,KTLX20221226_142027_V06,44.164,0.090,47.545,345.431,53.651,-98.662,35.120,26825.699,128255.260,20221226_082027
7,KTLX20221226_142711_V06,50.897,0.285,39.557,364.692,46.834,-98.705,35.033,23417.231,134178.884,20221226_082711
