track_id,filename,sweep_idx,sweep_angle,count_scaling,n_roost_pixels,n_overthresh_pixels,n_animals
2,KTLX20220118_132044_V06,6,4.482,1.200,2257,0,0.178
2,KTLX20220118_133021_V06,0,0.483,1.200,13380,386,7348.065
2,KTLX20220118_133021_V06,2,1.494,1.200,13389,0,9.635
2,KTLX20220118_133021_V06,4,2.505,1.200,6694,0,0.431
2,KTLX20220118_133021_V06,5,3.516,1.200,6704,0,0.366
2,KTLX20220118_133021_V06,6,4.482,1.200,6711,0,0.305
2,KTLX20220118_133958_V06,0,0.483,1.200,13938,4,1327.148
2,KTLX20220118_133958_V06,2,1.494,1.200,13939,0,1.580
2,KTLX20220118_133958_V06,4,2.505,1.200,6976,0,0.472
2,KTLX20220118_133958_V06,5,3.516,1.200,6979,0,0.318
2,KTLX20220118_133958_V06,6,4.482,1.200,6979,0,0.279
1,KTLX20220118_131107_V06,0,0.483,1.200,462,1,1700.791
1,KTLX20220118_131107_V06,2,1.494,1.200,462,0,0.072
1,KTLX20220119_140454_V06,0,0.483,1.200,6850,0,4390.697
1,KTLX20220119_140454_V06,2,1.494,1.200,6856,0,31245.045
1,KTLX20220121_132751_V06,0,0.483,1.200,4335,329,5838.383
1,KTLX20220121_132751_V06,2,1.494,1.200,4341,0,5.821
1,KTLX20220121_132751_V06,4,2.505,1.200,2179,0,0.116
1,KTLX20220121_132751_V06,5,3.516,1.200,2181,0,0.152
1,KTLX20220121_132751_V06,6,4.482,1.200,2183,0,0.119
1,KTLX20220121_133730_V06,0,0.483,1.200,21859,140,5977.773
1,KTLX20220121_133730_V06,2,1.494,1.200,21865,0,4.555
1,KTLX20220121_133730_V06,4,2.505,1.200,10944,0,0.820
1,KTLX20220121_133730_V06,5,3.516,1.200,10953,0,0.536
1,KTLX20220121_133730_V06,6,4.482,1.200,10973,0,0.453
1,KTLX20220121_134710_V06,0,0.483,1.200,46912,4,1658.101
1,KTLX20220121_134710_V06,2,1.494,1.200,46925,0,2.911
1,KTLX20220121_134710_V06,4,2.505,1.200,23474,0,0.909
1,KTLX20220121_134710_V06,5,3.516,1.200,23498,0,0.762
1,KTLX20220121_134710_V06,6,4.482,1.200,23532,0,0.590
1,KTLX20220122_132029_V06,0,0.483,1.200,3798,439,4911.264
1,KTLX20220122_132029_V06,2,1.494,1.200,3803,0,6.439
1,KTLX20220122_132029_V06,4,2.505,1.200,1902,0,0.199
1,KTLX20220122_132029_V06,5,3.516,1.200,1906,0,0.108
1,KTLX20220122_132029_V06,6,4.482,1.200,1905,0,0.148
1,KTLX20220122_133007_V06,0,0.483,1.200,22175,88,6557.389
1,KTLX20220122_133007_V06,2,1.494,1.200,22191,0,4.728
1,KTLX20220122_133007_V06,4,2.505,1.200,11099,0,1.023
1,KTLX20220122_133007_V06,5,3.516,1.200,11114,0,1.065
1,KTLX20220122_133007_V06,6,4.482,1.200,11125,0,0.923
1,KTLX20220122_133946_V06,0,0.483,1.200,34639,14,3066.477
1,KTLX20220122_133946_V06,2,1.494,1.200,34653,0,4.919
1,KTLX20220122_133946_V06,4,2.505,1.200,17333,0,1.212
1,KTLX20220122_133946_V06,5,3.516,1.200,17356,0,1.184
1,KTLX20220122_133946_V06,6,4.482,1.200,17379,0,0.892
1,KTLX20220123_132020_V06,0,0.483,1.200,7764,429,4060.435
1,KTLX20220123_132020_V06,2,1.494,1.200,7766,0,5.761
1,KTLX20220123_132020_V06,4,2.505,1.200,3883,0,0.202
1,KTLX20220123_132020_V06,5,3.516,1.200,3885,0,0.201
1,KTLX20220123_132020_V06,6,4.482,1.200,3894,0,0.213
1,KTLX20220123_132958_V06,0,0.483,1.200,24624,107,2617.629
1,KTLX20220123_132958_V06,2,1.494,1.200,24628,0,2.925
1,KTLX20220123_132958_V06,4,2.505,1.200,12321,0,0.551
1,KTLX20220123_132958_V06,5,3.516,1.200,12335,0,0.493
1,KTLX20220123_132958_V06,6,4.482,1.200,12356,0,0.451
2,KTLX20220123_132020_V06,0,0.483,1.200,936,0,36.739
2,KTLX20220123_132020_V06,2,1.494,1.200,938,0,0.080
2,KTLX20220123_132020_V06,4,2.505,1.200,467,0,0.011
2,KTLX20220123_132020_V06,5,3.516,1.200,471,0,0.011
2,KTLX20220123_132020_V06,6,4.482,1.200,472,0,0.017
1,KTLX20220124_131745_V06,0,0.483,1.200,3874,410,5423.292
1,KTLX20220124_131745_V06,2,1.494,1.200,3880,0,5.952
1,KTLX20220124_131745_V06,4,2.505,1.200,1944,0,0.187
1,KTLX20220124_131745_V06,5,3.516,1.200,1943,0,0.119
1,KTLX20220124_131745_V06,6,4.482,1.200,1943,0,0.139
1,KTLX20220124_132721_V06,0,0.483,1.200,26040,224,10471.185
1,KTLX20220124_132721_V06,2,1.494,1.200,26050,0,6.458
1,KTLX20220124_132721_V06,4,2.505,1.200,13037,0,1.055
1,KTLX20220124_132721_V06,5,3.516,1.200,13047,0,1.472
1,KTLX20220124_132721_V06,6,4.482,1.200,13071,0,0.754
1,KTLX20220124_133658_V06,0,0.483,1.200,58561,211,6176.689
1,KTLX20220124_133658_V06,2,1.494,1.200,58581,0,10.741
1,KTLX20220124_133658_V06,4,2.505,1.200,29312,0,3.137
1,KTLX20220124_133658_V06,5,3.516,1.200,29347,0,25.539
1,KTLX20220124_133658_V06,6,4.482,1.200,29382,0,1.927
2,KTLX20220124_143441_V06,0,0.483,1.200,239,17,1956.385
2,KTLX20220124_143441_V06,2,1.494,1.200,240,0,11.541
2,KTLX20220124_143441_V06,4,2.505,1.200,121,0,0.599
2,KTLX20220124_144417_V06,0,0.483,1.200,1233,4,1991.612
2,KTLX20220124_144417_V06,2,1.494,1.200,1233,0,1.870
2,KTLX20220124_144417_V06,4,2.505,1.200,616,0,0.111
