track_id,filename,from_sunrise,det_score,x,y,r,lon,lat,radius,geo_dist,local_time
2,KDAX20200705_133220_V06,43.567,0.611,280.148,211.458,9.351,-121.791,38.900,4675.358,45369.917,20200705_063220
2,KDAX20200705_134155_V06,53.151,0.331,280.323,212.943,22.031,-121.790,38.893,11015.748,44626.673,20200705_064155
1,KDAX20200705_130333_V06,14.784,0.058,280.522,144.067,19.234,-121.789,39.203,9616.776,78572.390,20200705_060333
1,KDAX20200706_123017_V06,-19.060,0.122,285.617,207.435,12.235,-121.760,38.918,6117.565,46838.048,20200706_053017
1,KDAX20200706_123953_V06,-9.460,0.168,289.038,209.803,25.398,-121.740,38.907,12699.057,45430.114,20200706_053953
2,KDAX20200706_123017_V06,-19.060,0.062,468.776,381.880,12.051,-120.714,38.128,6025.419,93794.344,20200706_053017
2,KDAX20200706_123953_V06,-9.460,0.054,469.137,382.628,21.500,-120.712,38.125,10749.771,94120.681,20200706_053953
3,KDAX20200706_133727_V06,48.107,0.073,282.435,204.694,10.704,-121.778,38.930,5351.883,48455.354,20200706_063727
1,KDAX20200708_122121_V06,-29.203,0.104,463.787,379.677,8.908,-120.743,38.138,4453.859,91069.276,20200708_052121
2,KDAX20200708_124032_V06,-10.020,0.058,310.326,229.074,13.424,-121.617,38.821,6712.048,35837.020,20200708_054032
3,KDAX20200708_125008_V06,-0.420,0.074,469.178,381.887,19.685,-120.712,38.128,9842.606,93976.791,20200708_055008
3,KDAX20200708_130918_V06,18.747,0.054,464.989,383.762,16.781,-120.736,38.120,8390.358,92516.859,20200708_060918
5,KDAX20200708_133802_V06,47.480,0.057,277.690,382.786,14.093,-121.804,38.128,7046.410,42869.809,20200708_063802
6,KDAX20200708_140649_V06,76.264,0.156,285.273,211.422,16.397,-121.762,38.900,8198.509,44897.067,20200708_070649
1,KDAX20200709_123528_V06,-15.719,0.067,536.919,477.258,16.170,-120.334,37.695,8085.081,147945.166,20200709_053528
1,KDAX20200710_130917_V06,17.448,0.119,277.170,384.267,14.143,-121.807,38.121,7071.367,43652.415,20200710_060917
2,KDAX20200710_130917_V06,17.448,0.078,139.562,414.897,17.787,-122.590,37.980,8893.326,98668.058,20200710_060917
3,KDAX20200710_132829_V06,36.648,0.534,279.890,207.191,13.646,-121.793,38.919,6822.803,47481.453,20200710_062829
5,KDAX20200710_140651_V06,75.015,0.077,282.489,208.455,16.512,-121.778,38.913,8255.753,46602.204,20200710_070651
4,KDAX20200711_131428_V06,21.965,0.054,439.155,521.383,18.200,-120.890,37.501,9099.780,130742.755,20200711_061428
4,KDAX20200711_132404_V06,31.565,0.066,442.250,523.516,32.466,-120.872,37.491,16233.074,132471.325,20200711_062404
1,KDAX20200711_122630_V06,-26.001,0.478,332.206,359.723,9.579,-121.493,38.232,4789.618,33926.360,20200711_052630
2,KDAX20200711_123606_V06,-16.401,0.122,288.782,208.040,16.863,-121.741,38.915,8431.587,46320.924,20200711_053606
3,KDAX20200711_124542_V06,-6.801,0.089,439.248,519.008,4.524,-120.889,37.512,2261.883,129763.642,20200711_054542
1,KDAX20200712_130956_V06,16.749,0.070,479.212,96.669,13.292,-120.636,39.412,6646.130,135517.781,20200712_060956
2,KDAX20200713_123652_V06,-17.015,0.107,534.200,459.568,15.979,-120.347,37.775,7989.532,141696.633,20200713_053652
2,KDAX20200713_124628_V06,-7.415,0.165,536.580,466.334,26.977,-120.335,37.744,13488.332,144600.394,20200713_054628
3,KDAX20200713_123652_V06,-17.015,0.065,280.712,204.191,12.273,-121.788,38.933,6136.444,48865.420,20200713_053652
3,KDAX20200713_124628_V06,-7.415,0.088,280.986,196.713,25.701,-121.786,38.966,12850.417,52511.477,20200713_054628
1,KDAX20200713_122717_V06,-26.599,0.090,331.214,360.864,11.788,-121.498,38.227,5894.131,34200.826,20200713_052717
1,KDAX20200714_124232_V06,-12.061,0.202,533.627,476.131,16.767,-120.352,37.700,8383.510,146290.517,20200714_054232
1,KDAX20200714_130143_V06,7.122,0.316,537.220,473.521,31.926,-120.331,37.712,15962.862,146954.879,20200714_060143
1,KDAX20200714_131120_V06,16.739,0.058,536.851,480.399,26.032,-120.334,37.681,13016.055,148864.142,20200714_061120
2,KDAX20200715_123858_V06,-16.355,0.097,536.991,460.112,11.988,-120.332,37.772,5993.910,143004.063,20200715_053858
2,KDAX20200715_124834_V06,-6.755,0.251,536.071,475.133,23.720,-120.338,37.705,11860.013,146970.368,20200715_054834
3,KDAX20200715_134609_V06,50.828,0.128,276.517,382.841,14.517,-121.811,38.128,7258.717,43052.476,20200715_064609
3,KDAX20200715_140521_V06,70.028,0.069,278.103,381.582,21.747,-121.802,38.134,10873.540,42234.888,20200715_070521
1,KDAX20200715_122922_V06,-25.955,0.135,320.744,166.053,2.894,-121.557,39.104,1446.930,67771.985,20200715_052922
1,KDAX20200717_140651_V06,70.035,0.204,275.607,140.211,5.390,-121.818,39.221,2694.920,80820.003,20200717_070651
1,KDAX20200718_124928_V06,-8.114,0.056,283.220,206.629,8.412,-121.773,38.922,4205.788,47433.610,20200718_054928
1,KDAX20200719_124525_V06,-12.940,0.087,526.899,482.764,14.834,-120.391,37.671,7417.004,145675.771,20200719_054525
1,KDAX20200720_123018_V06,-28.844,0.074,293.065,518.614,11.552,-121.716,37.516,5775.852,109362.051,20200720_053018
1,KDAX20200721_124422_V06,-15.575,0.060,278.116,152.645,90.218,-121.803,39.165,45108.788,74485.459,20200721_054422
1,KDAX20200722_124751_V06,-12.898,0.153,541.059,461.589,9.880,-120.309,37.765,4940.186,145104.056,20200722_054751
1,KDAX20200723_130044_V06,-0.830,0.114,541.543,482.884,13.319,-120.308,37.669,6659.369,151483.983,20200723_060044
1,KDAX20200723_131020_V06,8.770,0.112,542.503,484.753,23.780,-120.302,37.661,11889.783,152431.763,20200723_061020
2,KDAX20200723_130044_V06,-0.830,0.060,321.008,413.619,22.895,-121.557,37.989,11447.578,57772.492,20200723_060044
3,KDAX20200723_131955_V06,18.353,0.659,348.197,408.189,21.674,-121.402,38.013,10837.025,59219.671,20200723_061955
1,KDAX20200724_123436_V06,-27.787,0.123,307.956,130.223,12.011,-121.631,39.266,6005.596,84981.906,20200724_053436
2,KDAX20200724_124411_V06,-18.204,0.271,330.903,359.554,11.503,-121.500,38.233,5751.425,33547.172,20200724_054411
3,KDAX20200724_132234_V06,20.180,0.073,354.420,404.982,23.018,-121.367,38.028,11508.921,59124.524,20200724_062234
1,KDAX20200725_130450_V06,1.616,0.093,273.772,145.295,87.335,-121.828,39.198,43667.679,78456.469,20200725_060450
2,KDAX20200725_133337_V06,30.399,0.056,292.756,517.987,12.053,-121.718,37.519,6026.389,109053.542,20200725_063337
1,KDAX20200726_124044_V06,-23.322,0.060,297.002,519.658,8.980,-121.694,37.512,4489.898,109839.328,20200726_054044
2,KDAX20200726_130930_V06,5.445,0.061,276.667,142.650,98.483,-121.812,39.210,49241.741,79535.391,20200726_060930
3,KDAX20200726_140705_V06,63.028,0.063,141.424,418.943,22.279,-122.579,37.962,11139.540,99113.104,20200726_070705
4,KDAX20200726_141641_V06,72.628,0.056,274.967,384.909,15.958,-121.819,38.119,7979.227,44261.013,20200726_071641
1,KDAX20200727_124627_V06,-18.449,0.174,332.596,362.940,10.577,-121.491,38.217,5288.647,35439.604,20200727_054627
2,KDAX20200727_142224_V06,77.501,0.111,287.426,106.619,44.187,-121.750,39.372,22093.426,96894.875,20200727_072224
1,KDAX20200730_130016_V06,-7.196,0.088,541.569,485.737,16.444,-120.308,37.656,8222.150,152359.663,20200730_060016
2,KDAX20200730_130953_V06,2.421,0.051,115.677,133.111,9.082,-122.744,39.248,4541.243,124324.895,20200730_060953
1,KDAX20200801_124415_V06,-24.944,0.057,467.209,378.787,9.080,-120.723,38.142,4540.113,92420.819,20200801_054415
2,KDAX20200801_132240_V06,13.473,0.085,368.426,408.503,28.617,-121.287,38.012,14308.640,64138.403,20200801_062240
1,KDAX20200802_133759_V06,27.919,0.156,210.053,81.273,10.532,-122.199,39.485,5266.130,118249.520,20200802_063759
2,KDAX20200803_130504_V06,-5.872,0.057,341.744,441.810,9.943,-121.439,37.862,4971.539,73912.949,20200803_060504
2,KDAX20200803_131440_V06,3.728,0.262,342.999,418.551,16.026,-121.432,37.967,8013.182,63053.992,20200803_061440
1,KDAX20200803_130504_V06,-5.872,0.090,419.388,525.781,5.828,-121.002,37.482,2914.049,127701.222,20200803_060504
3,KDAX20200803_132415_V06,13.311,0.065,345.163,398.754,11.426,-121.419,38.056,5713.079,54295.408,20200803_062415
1,KDAX20200813_131637_V06,-3.181,0.053,522.074,258.773,22.936,-120.401,38.680,11468.002,112934.124,20200813_061637
1,KDAX20200815_140826_V06,46.851,0.136,278.708,380.912,17.030,-121.798,38.137,8515.244,41833.486,20200815_070826
2,KDAX20200815_144322_V06,81.784,0.068,493.029,181.888,58.068,-120.562,39.028,29033.920,113148.578,20200815_074322
3,KDAX20200816_132744_V06,5.259,0.080,235.933,277.719,18.315,-122.044,38.601,9157.484,33915.433,20200816_062744
3,KDAX20200816_133155_V06,9.442,0.096,234.885,277.120,23.907,-122.050,38.604,11953.580,34508.941,20200816_063155
6,KDAX20200816_141338_V06,51.159,0.292,391.711,154.644,73.691,-121.146,39.155,36845.612,85934.715,20200816_071338
6,KDAX20200816_141748_V06,55.325,0.056,393.061,153.903,78.936,-121.138,39.158,39468.045,86609.374,20200816_071748
5,KDAX20200816_140517_V06,42.809,0.062,380.504,162.927,83.674,-121.211,39.118,41837.048,79482.627,20200816_070517
8,KDAX20200816_144658_V06,84.492,0.209,419.369,66.655,24.355,-120.982,39.550,12177.402,131052.409,20200816_074658
9,KDAX20200816_144658_V06,84.492,0.066,320.574,293.872,30.343,-121.559,38.529,15171.402,10733.809,20200816_074658
1,KDAX20200817_125501_V06,-28.350,0.065,275.501,384.536,14.385,-121.816,38.120,7192.360,44007.095,20200817_055501
4,KDAX20200817_132004_V06,-3.300,0.067,335.420,535.106,14.660,-121.477,37.442,7329.878,118879.397,20200817_062004
6,KDAX20200817_140148_V06,38.433,0.082,279.702,379.906,14.868,-121.792,38.141,7434.229,41221.810,20200817_070148
9,KDAX20200817_143922_V06,76.000,0.057,343.119,537.673,13.003,-121.433,37.430,6501.375,120776.245,20200817_073922
1,KDAX20200818_132321_V06,-0.908,0.052,276.025,380.213,16.959,-121.813,38.140,8479.425,41859.792,20200818_062321
1,KDAX20200819_142616_V06,61.118,0.084,206.318,81.583,7.037,-122.221,39.484,3518.404,118829.814,20200819_072616
2,KDAX20200819_145041_V06,85.534,0.116,142.738,36.476,22.529,-122.593,39.684,11264.389,153440.721,20200819_075041
