filename,local_time
KDAX20200121_163820_V06,20200121_083820
KDAX20200121_164300_V06,20200121_084300
KDAX20200121_164738_V06,20200121_084738
KDAX20200122_145223_V06,20200122_065223
KDAX20200122_150141_V06,20200122_070141
KDAX20200122_150813_V06,20200122_070813
KDAX20200122_151252_V06,20200122_071252
KDAX20200122_151731_V06,20200122_071731
KDAX20200122_152210_V06,20200122_072210
KDAX20200122_152649_V06,20200122_072649
KDAX20200122_153128_V06,20200122_073128
KDAX20200122_153606_V06,20200122_073606
KDAX20200122_154044_V06,20200122_074044
KDAX20200122_154523_V06,20200122_074523
KDAX20200122_155002_V06,20200122_075002
KDAX20200122_155441_V06,20200122_075441
KDAX20200122_160358_V06,20200122_080358
KDAX20200122_160837_V06,20200122_080837
KDAX20200122_161316_V06,20200122_081316
KDAX20200122_161755_V06,20200122_081755
KDAX20200122_162233_V06,20200122_082233
KDAX20200122_162712_V06,20200122_082712
KDAX20200122_163151_V06,20200122_083151
KDAX20200122_163630_V06,20200122_083630
KDAX20200122_164108_V06,20200122_084108
KDAX20200122_164547_V06,20200122_084547
KDAX20200123_145341_V06,20200123_065341
KDAX20200123_150259_V06,20200123_070259
KDAX20200123_150947_V06,20200123_070947
KDAX20200123_151425_V06,20200123_071425
KDAX20200123_151904_V06,20200123_071904
KDAX20200123_152343_V06,20200123_072343
KDAX20200123_152822_V06,20200123_072822
KDAX20200123_153300_V06,20200123_073300
KDAX20200123_153739_V06,20200123_073739
KDAX20200123_154218_V06,20200123_074218
KDAX20200123_154657_V06,20200123_074657
KDAX20200123_155136_V06,20200123_075136
KDAX20200123_160052_V06,20200123_080052
KDAX20200123_160531_V06,20200123_080531
KDAX20200123_161010_V06,20200123_081010
KDAX20200123_161448_V06,20200123_081448
KDAX20200123_161927_V06,20200123_081927
KDAX20200123_162406_V06,20200123_082406
KDAX20200123_162845_V06,20200123_082845
KDAX20200123_163324_V06,20200123_083324
KDAX20200123_163802_V06,20200123_083802
KDAX20200123_164241_V06,20200123_084241
KDAX20200123_164720_V06,20200123_084720
KDAX20200124_145030_V06,20200124_065030
